Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Υπόθεση,Σώμα σε ισορροπία,Question,Moderate,20,16,4,80.0,20.0,63.2,Κίνηση με σταθερή ταχύτητα,Κίνηση με σταθερή ταχύτητα,Κίνηση με σταθερή ταχύτητα
Υπόθεση,Σώμα σε ισορροπία,Question,Low,2,1,1,50.0,50.0,21.5,Κίνηση με σταθερή ταχύτητα,Κίνηση με σταθερή ταχύτητα,Κίνηση με σταθερή ταχύτητα
Υπόθεση,Κίνηση με σταθερή ταχύτητα,Question,High,36,30,6,83.3,16.7,68.5,Επεξήγηση και Δραστηριότητα,Σύντομη καθοδήγηση,Δύναμη - Επιτάχυνση
Υπόθεση,Κίνηση με σταθερή ταχύτητα,Question,Moderate,20,8,12,40.0,60.0,68.5,Επεξήγηση και Δραστηριότητα,Σύντομη καθοδήγηση,Δύναμη - Επιτάχυνση
Υπόθεση,Κίνηση με σταθερή ταχύτητα,Question,Low,2,0,2,0.0,100.0,31.0,Επεξήγηση και Δραστηριότητα,Σύντομη καθοδήγηση,Δύναμη - Επιτάχυνση
Υπόθεση,Επεξήγηση και Δραστηριότητα,Explanation,High,1,,,0.0,0.0,44.0,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Επεξήγηση και Δραστηριότητα,Explanation,Moderate,6,,,0.0,0.0,22.0,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Επεξήγηση και Δραστηριότητα,Explanation,Low,1,,,0.0,0.0,6.0,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Σύντομη καθοδήγηση,Guidance,High,7,,,0.0,0.0,28.6,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Σύντομη καθοδήγηση,Guidance,Moderate,7,,,0.0,0.0,23.3,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Σύντομη καθοδήγηση,Guidance,Low,1,,,0.0,0.0,5.0,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση,Δύναμη - Επιτάχυνση
Υπόθεση,Δύναμη - Επιτάχυνση,Question,High,36,23,13,63.9,36.1,47.9,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο
Υπόθεση,Δύναμη - Επιτάχυνση,Question,Moderate,20,6,14,30.0,70.0,45.0,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο
Υπόθεση,Δύναμη - Επιτάχυνση,Question,Low,1,0,1,0.0,100.0,49.0,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο,Δύναμη σε αντικείμενο
Υπόθεση,Δύναμη σε αντικείμενο,Question,High,36,26,10,72.2,27.8,50.8,Επεξηγήσεις,Επεξηγήσεις,Πείραμα - 1ος Νόμος του Νεύτωνα
Υπόθεση,Δύναμη σε αντικείμενο,Question,Moderate,19,2,17,10.5,89.5,67.2,Επεξηγήσεις,Επεξηγήσεις,Πείραμα - 1ος Νόμος του Νεύτωνα
Υπόθεση,Δύναμη σε αντικείμενο,Question,Low,1,0,1,0.0,100.0,31.0,Επεξηγήσεις,Επεξηγήσεις,Πείραμα - 1ος Νόμος του Νεύτωνα
Υπόθεση,Επεξηγήσεις,Explanation,High,5,,,0.0,0.0,21.0,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα
Υπόθεση,Επεξηγήσεις,Explanation,Moderate,18,,,0.0,0.0,17.8,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα
Υπόθεση,Επεξηγήσεις,Explanation,Low,1,,,0.0,0.0,39.0,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα,Πείραμα - 1ος Νόμος του Νεύτωνα
Πειραματική διαδικασία,Πείραμα - 1ος Νόμος του Νεύτωνα,Experiment,High,22,,,0.0,0.0,142.6,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος
Πειραματική διαδικασία,Πείραμα - 1ος Νόμος του Νεύτωνα,Experiment,Moderate,31,,,0.0,0.0,110.6,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος
Πειραματική διαδικασία,Πείραμα - 1ος Νόμος του Νεύτωνα,Experiment,Low,3,,,0.0,0.0,103.3,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος,Επανάληψη πειράματος - 1ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 1ος νόμος ,Question,High,22,21,1,95.5,4.5,37.3,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 1ος νόμος ,Question,Moderate,31,20,11,64.5,35.5,22.8,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 1ος νόμος ,Question,Low,1,1,0,100.0,0.0,38.0,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος,Ερώτηση 3 - 1ος νόμος
Πειραματική διαδικασία,Ερώτηση 1 - 1ος νόμος,Question,High,22,19,3,86.4,13.6,45.6,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος 
Πειραματική διαδικασία,Ερώτηση 1 - 1ος νόμος,Question,Moderate,31,10,21,32.3,67.7,45.4,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος 
Πειραματική διαδικασία,Ερώτηση 1 - 1ος νόμος,Question,Low,2,1,1,50.0,50.0,15.5,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος ,Ερώτηση 2 - 1ος νόμος 
Πειραματική διαδικασία,Ερώτηση 3 - 1ος νόμος,Question,High,22,21,1,95.5,4.5,33.6,Επεξήγηση 1ος νόμος,Καθοδήγηση - 1ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 3 - 1ος νόμος,Question,Moderate,31,12,19,38.7,61.3,37.4,Επεξήγηση 1ος νόμος,Καθοδήγηση - 1ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 3 - 1ος νόμος,Question,Low,0,,,,,,Επεξήγηση 1ος νόμος,Καθοδήγηση - 1ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Επανάληψη πειράματος - 1ος νόμος,Experiment,High,22,,,0.0,0.0,96.2,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος
Πειραματική διαδικασία,Επανάληψη πειράματος - 1ος νόμος,Experiment,Moderate,31,,,0.0,0.0,79.5,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος
Πειραματική διαδικασία,Επανάληψη πειράματος - 1ος νόμος,Experiment,Low,2,,,0.0,0.0,69.5,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος,Ερώτηση 1 - 1ος νόμος
Πειραματική διαδικασία,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Question,High,0,,,,,,"Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος"
Πειραματική διαδικασία,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Question,Moderate,7,5,2,71.4,28.6,31.7,"Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος"
Πειραματική διαδικασία,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Question,Low,0,,,,,,"Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος","Καθοδήγηση - 1ος νόμος, Πείραμα - 2ος νόμος"
Πειραματική διαδικασία,Επεξήγηση 1ος νόμος,Explanation,High,0,,,,,,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος
Πειραματική διαδικασία,Επεξήγηση 1ος νόμος,Explanation,Moderate,7,,,0.0,0.0,29.9,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος
Πειραματική διαδικασία,Επεξήγηση 1ος νόμος,Explanation,Low,0,,,,,,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος,Ερώτηση μετά από επεξήγηση - 1ος νόμος
Πειραματική διαδικασία,Καθοδήγηση - 1ος νόμος,Guidance,High,2,,,0.0,0.0,22.5,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Καθοδήγηση - 1ος νόμος,Guidance,Moderate,17,,,0.0,0.0,17.6,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Καθοδήγηση - 1ος νόμος,Guidance,Low,0,,,,,,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος,Πείραμα - 2ος νόμος
Πειραματική διαδικασία,Πείραμα - 2ος νόμος,Experiment,High,22,,,0.0,0.0,174.9,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος
Πειραματική διαδικασία,Πείραμα - 2ος νόμος,Experiment,Moderate,30,,,0.0,0.0,114.3,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος
Πειραματική διαδικασία,Πείραμα - 2ος νόμος,Experiment,Low,0,,,,,,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος,Ερώτηση 1 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 1 - 2ος νόμος,Question,High,22,11,11,50.0,50.0,27.8,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 1 - 2ος νόμος,Question,Moderate,30,3,27,10.0,90.0,17.8,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 1 - 2ος νόμος,Question,Low,0,,,,,,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος,Ερώτηση 2 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 2ος νόμος,Question,High,22,17,5,77.3,22.7,49.6,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 2ος νόμος,Question,Moderate,30,9,21,30.0,70.0,32.2,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 2 - 2ος νόμος,Question,Low,0,,,,,,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος,Ερώτηση 3 - 2ος νόμος
Πειραματική διαδικασία,Ερώτηση 3 - 2ος νόμος,Question,High,22,18,4,81.8,18.2,41.4,Επανάληψη πειράματος - 2ος νόμος,Καθοδήγηση -  2ος νόμος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Ερώτηση 3 - 2ος νόμος,Question,Moderate,30,23,7,76.7,23.3,32.1,Επανάληψη πειράματος - 2ος νόμος,Καθοδήγηση -  2ος νόμος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Ερώτηση 3 - 2ος νόμος,Question,Low,0,,,,,,Επανάληψη πειράματος - 2ος νόμος,Καθοδήγηση -  2ος νόμος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Επανάληψη πειράματος - 2ος νόμος,Experiment,High,0,,,,,,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος
Πειραματική διαδικασία,Επανάληψη πειράματος - 2ος νόμος,Experiment,Moderate,4,,,0.0,0.0,61.2,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος
Πειραματική διαδικασία,Επανάληψη πειράματος - 2ος νόμος,Experiment,Low,0,,,,,,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος,Επεξήγηση - 2ος νόμος
Πειραματική διαδικασία,Επεξήγηση - 2ος νόμος,Explanation,High,0,,,,,,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Επεξήγηση - 2ος νόμος,Explanation,Moderate,4,,,0.0,0.0,13.0,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Επεξήγηση - 2ος νόμος,Explanation,Low,0,,,,,,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Καθοδήγηση -  2ος νόμος,Guidance,High,7,,,0.0,0.0,13.9,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Καθοδήγηση -  2ος νόμος,Guidance,Moderate,22,,,0.0,0.0,24.6,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Πειραματική διαδικασία,Καθοδήγηση -  2ος νόμος,Guidance,Low,0,,,,,,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος,Νόμοι του Νεύτωνα - 1ος και 2ος
Ανάλυση,Νόμοι του Νεύτωνα - 1ος και 2ος,Explanation,High,38,,,0.0,0.0,32.1,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου
Ανάλυση,Νόμοι του Νεύτωνα - 1ος και 2ος,Explanation,Moderate,6,,,0.0,0.0,12.7,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου
Ανάλυση,Νόμοι του Νεύτωνα - 1ος και 2ος,Explanation,Low,8,,,0.0,0.0,9.4,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου,Ερώτηση - σχέση 1ου και 2ου νόμου
Ανάλυση,Ερώτηση - σχέση 1ου και 2ου νόμου,Question,High,38,27,11,71.1,28.9,46.2,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου
Ανάλυση,Ερώτηση - σχέση 1ου και 2ου νόμου,Question,Moderate,6,2,4,33.3,66.7,20.3,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου
Ανάλυση,Ερώτηση - σχέση 1ου και 2ου νόμου,Question,Low,8,3,5,37.5,62.5,18.1,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου,Ερώτηση - Διάγραμμα δύναμης χρόνου
Ανάλυση,Ερώτηση - Διάγραμμα δύναμης χρόνου,Question,High,38,38,0,100.0,0.0,31.2,Επεξήγηση για σχέση 1ου και 2ου νόμου,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Ελεύθερη πτώση
Ανάλυση,Ερώτηση - Διάγραμμα δύναμης χρόνου,Question,Moderate,6,0,6,0.0,100.0,39.3,Επεξήγηση για σχέση 1ου και 2ου νόμου,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Ελεύθερη πτώση
Ανάλυση,Ερώτηση - Διάγραμμα δύναμης χρόνου,Question,Low,8,0,8,0.0,100.0,17.8,Επεξήγηση για σχέση 1ου και 2ου νόμου,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Ελεύθερη πτώση
Ανάλυση,Επεξήγηση για σχέση 1ου και 2ου νόμου,Explanation,High,0,,,,,,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Επεξήγηση για σχέση 1ου και 2ου νόμου,Explanation,Moderate,0,,,,,,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Επεξήγηση για σχέση 1ου και 2ου νόμου,Explanation,Low,8,,,0.0,0.0,9.4,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Guidance,High,0,,,,,,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Guidance,Moderate,6,,,0.0,0.0,7.3,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Καθοδήγηση - σχέση 1ου και 2ου νόμου,Guidance,Low,0,,,,,,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα,Επεξήγηση για γράφημα
Ανάλυση,Επεξήγηση για γράφημα,Explanation,High,0,,,,,,Ελεύθερη πτώση,Ελεύθερη πτώση,Ελεύθερη πτώση
Ανάλυση,Επεξήγηση για γράφημα,Explanation,Moderate,6,,,0.0,0.0,7.2,Ελεύθερη πτώση,Ελεύθερη πτώση,Ελεύθερη πτώση
Ανάλυση,Επεξήγηση για γράφημα,Explanation,Low,8,,,0.0,0.0,6.4,Ελεύθερη πτώση,Ελεύθερη πτώση,Ελεύθερη πτώση
Αναστοχασμός,Ελεύθερη πτώση,Experiment,High,1,,,0.0,0.0,72.0,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση
Αναστοχασμός,Ελεύθερη πτώση,Experiment,Moderate,39,,,0.0,0.0,46.1,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση
Αναστοχασμός,Ελεύθερη πτώση,Experiment,Low,12,,,0.0,0.0,24.8,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση,Ερώτηση 1 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 1 - ελεύθερη πτώση,Question,High,1,1,0,100.0,0.0,11.0,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 1 - ελεύθερη πτώση,Question,Moderate,39,22,17,56.4,43.6,22.4,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 1 - ελεύθερη πτώση,Question,Low,12,0,12,0.0,100.0,15.2,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση,Ερώτηση 2 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 2 - ελεύθερη πτώση,Question,High,1,1,0,100.0,0.0,77.0,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 2 - ελεύθερη πτώση,Question,Moderate,39,30,9,76.9,23.1,42.0,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 2 - ελεύθερη πτώση,Question,Low,12,0,12,0.0,100.0,43.2,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση,Ερώτηση 3 - ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 3 - ελεύθερη πτώση,Question,High,1,1,0,100.0,0.0,41.0,Επεξηγήσεις για ελεύθερη πτώση,Επεξηγήσεις για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 3 - ελεύθερη πτώση,Question,Moderate,39,4,35,10.3,89.7,30.6,Επεξηγήσεις για ελεύθερη πτώση,Επεξηγήσεις για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Ερώτηση 3 - ελεύθερη πτώση,Question,Low,12,0,12,0.0,100.0,18.8,Επεξηγήσεις για ελεύθερη πτώση,Επεξηγήσεις για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Επεξηγήσεις για ελεύθερη πτώση,Explanation,High,0,,,,,,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Επεξηγήσεις για ελεύθερη πτώση,Explanation,Moderate,38,,,0.0,0.0,27.1,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Επεξηγήσεις για ελεύθερη πτώση,Explanation,Low,12,,,0.0,0.0,14.3,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση,Βίντεο για ελεύθερη πτώση
Αναστοχασμός,Βίντεο για ελεύθερη πτώση,Explanation,High,1,,,0.0,0.0,6.0,,,
Αναστοχασμός,Βίντεο για ελεύθερη πτώση,Explanation,Moderate,38,,,0.0,0.0,9.2,,,
Αναστοχασμός,Βίντεο για ελεύθερη πτώση,Explanation,Low,12,,,0.0,0.0,38.1,,,
