Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Engagement,What do you think is the scientific research interest on Mars?,Question,Low,27,21,6,77.8,22.2,49.7,Guidance on Mars exploration,Guidance on Mars exploration,Human Exploration of Mars
Engagement,Guidance on Mars exploration,Guidance,High,0,,,,,,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Engagement,Guidance on Mars exploration,Guidance,Moderate,0,,,,,,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Engagement,Guidance on Mars exploration,Guidance,Low,8,,,0.0,0.0,22.2,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Hypothesis,Guidance on Mars exploration,Guidance,High,15,,,0.0,0.0,38.3,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Hypothesis,Guidance on Mars exploration,Guidance,Moderate,34,,,0.0,0.0,38.0,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Hypothesis,Guidance on Mars exploration,Guidance,Low,30,,,0.0,0.0,20.7,Human Exploration of Mars,Human Exploration of Mars,Human Exploration of Mars
Hypothesis,"How do we maintain a permanent base camp on Mars and what do we need to learn about the planet, besides astrobiology?",Question,High,50,35,15,70.0,30.0,51.0,Guidance on the viability of Mars exploration,Guidance on the viability of Mars exploration,Guidance on mining Mars 
Hypothesis,"How do we maintain a permanent base camp on Mars and what do we need to learn about the planet, besides astrobiology?",Question,Moderate,86,53,33,61.6,38.4,62.1,Guidance on the viability of Mars exploration,Guidance on the viability of Mars exploration,Guidance on mining Mars 
Hypothesis,"How do we maintain a permanent base camp on Mars and what do we need to learn about the planet, besides astrobiology?",Question,Low,85,54,31,63.5,36.5,65.1,Guidance on the viability of Mars exploration,Guidance on the viability of Mars exploration,Guidance on mining Mars 
Hypothesis,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?",Question,High,50,50,0,100.0,0.0,80.0,Guidance on Resources,Guidance on sustainability,Guidance on Mars local resources
Hypothesis,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?",Question,Moderate,86,0,86,0.0,100.0,75.8,Guidance on Resources,Guidance on sustainability,Guidance on Mars local resources
Hypothesis,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?",Question,Low,71,0,71,0.0,100.0,68.5,Guidance on Resources,Guidance on sustainability,Guidance on Mars local resources
Hypothesis,Guidance on mining Mars ,Guidance,High,50,,,0.0,0.0,37.2,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?"
Hypothesis,Guidance on mining Mars ,Guidance,Moderate,86,,,0.0,0.0,33.5,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?"
Hypothesis,Guidance on mining Mars ,Guidance,Low,80,,,0.0,0.0,26.3,"When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?","When choosing an exploration zone, what should we look for to achieve a permanent, sustainable presence that ensures basic human needs?"
Hypothesis,Guidance on food production and water,Guidance,High,0,,,,,,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Hypothesis,Guidance on food production and water,Guidance,Moderate,10,,,0.0,0.0,12.7,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Hypothesis,Guidance on food production and water,Guidance,Low,9,,,0.0,0.0,14.0,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Hypothesis,Subsurface Water Ice Mapping (SWIM),Explanation,High,0,,,,,,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 
Hypothesis,Subsurface Water Ice Mapping (SWIM),Explanation,Moderate,10,,,0.0,0.0,29.1,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 
Hypothesis,Subsurface Water Ice Mapping (SWIM),Explanation,Low,9,,,0.0,0.0,24.6,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 ,Subsurface Water Ice Mapping (SWIM) -2 
Hypothesis,Subsurface Water Ice Mapping (SWIM) -2 ,Explanation,High,0,,,,,,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?
Hypothesis,Subsurface Water Ice Mapping (SWIM) -2 ,Explanation,Moderate,9,,,0.0,0.0,14.1,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?
Hypothesis,Subsurface Water Ice Mapping (SWIM) -2 ,Explanation,Low,9,,,0.0,0.0,43.3,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?
Hypothesis,Guidance on the viability of Mars exploration,Guidance,High,15,,,0.0,0.0,81.3,Guidance on Mars exploration,Guidance on Mars exploration,Guidance on Mars exploration
Hypothesis,Guidance on the viability of Mars exploration,Guidance,Moderate,34,,,0.0,0.0,67.6,Guidance on Mars exploration,Guidance on Mars exploration,Guidance on Mars exploration
Hypothesis,Guidance on the viability of Mars exploration,Guidance,Low,31,,,0.0,0.0,70.4,Guidance on Mars exploration,Guidance on Mars exploration,Guidance on Mars exploration
Hypothesis,Human Exploration of Mars,Explanation,High,15,,,0.0,0.0,89.3,Guidance on mining Mars ,Guidance on mining Mars ,Guidance on mining Mars 
Hypothesis,Human Exploration of Mars,Explanation,Moderate,34,,,0.0,0.0,112.8,Guidance on mining Mars ,Guidance on mining Mars ,Guidance on mining Mars 
Hypothesis,Human Exploration of Mars,Explanation,Low,27,,,0.0,0.0,61.6,Guidance on mining Mars ,Guidance on mining Mars ,Guidance on mining Mars 
Hypothesis,Guidance on Mars Water Resource Map,Guidance,High,0,,,,,,Guidance on Mars local resources,Guidance on Mars local resources,Guidance on Mars local resources
Hypothesis,Guidance on Mars Water Resource Map,Guidance,Moderate,6,,,0.0,0.0,8.8,Guidance on Mars local resources,Guidance on Mars local resources,Guidance on Mars local resources
Hypothesis,Guidance on Mars Water Resource Map,Guidance,Low,4,,,0.0,0.0,15.5,Guidance on Mars local resources,Guidance on Mars local resources,Guidance on Mars local resources
Hypothesis,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,Question,High,0,,,,,,Guidance on Mars Water Resource Map,Guidance on Mars Water Resource Map,Guidance on Mars local resources
Hypothesis,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,Question,Moderate,8,1,7,12.5,87.5,32.5,Guidance on Mars Water Resource Map,Guidance on Mars Water Resource Map,Guidance on Mars local resources
Hypothesis,At which of these coordinates is it most likely to find ice at a depth of 1 to 5 meters below the surface of Mars?,Question,Low,8,4,4,50.0,50.0,137.8,Guidance on Mars Water Resource Map,Guidance on Mars Water Resource Map,Guidance on Mars local resources
Hypothesis,Guidance on sustainability,Guidance,High,2,,,0.0,0.0,7.5,What is needed to produce food on Mars?,What is needed to produce food on Mars?,What is needed to produce food on Mars?
Hypothesis,Guidance on sustainability,Guidance,Moderate,83,,,0.0,0.0,48.3,What is needed to produce food on Mars?,What is needed to produce food on Mars?,What is needed to produce food on Mars?
Hypothesis,Guidance on sustainability,Guidance,Low,68,,,0.0,0.0,35.9,What is needed to produce food on Mars?,What is needed to produce food on Mars?,What is needed to produce food on Mars?
Hypothesis,What is needed to produce food on Mars?,Question,High,1,1,0,100.0,0.0,75.0,Guidance on food production and water,Guidance on food production and water,Guidance on Mars local resources
Hypothesis,What is needed to produce food on Mars?,Question,Moderate,83,71,12,85.5,14.5,41.3,Guidance on food production and water,Guidance on food production and water,Guidance on Mars local resources
Hypothesis,What is needed to produce food on Mars?,Question,Low,66,56,10,84.8,15.2,31.3,Guidance on food production and water,Guidance on food production and water,Guidance on Mars local resources
Hypothesis,Guidance on Resources,Explanation,High,4,,,0.0,0.0,24.0,Guidance on sustainability,Guidance on sustainability,Guidance on sustainability
Hypothesis,Guidance on Resources,Explanation,Moderate,84,,,0.0,0.0,17.9,Guidance on sustainability,Guidance on sustainability,Guidance on sustainability
Hypothesis,Guidance on Resources,Explanation,Low,69,,,0.0,0.0,20.8,Guidance on sustainability,Guidance on sustainability,Guidance on sustainability
Experiment,Guidance on Mars local resources,Guidance,High,78,,,0.0,0.0,30.3,Guidance on selecting landing site,Guidance on selecting landing site,Guidance on selecting landing site
Experiment,Guidance on Mars local resources,Guidance,Moderate,52,,,0.0,0.0,31.0,Guidance on selecting landing site,Guidance on selecting landing site,Guidance on selecting landing site
Experiment,Guidance on Mars local resources,Guidance,Low,70,,,0.0,0.0,31.9,Guidance on selecting landing site,Guidance on selecting landing site,Guidance on selecting landing site
Experiment,Guidance on selecting landing site,Guidance,High,78,,,0.0,0.0,394.3,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Experiment,Guidance on selecting landing site,Guidance,Moderate,52,,,0.0,0.0,54.6,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Experiment,Guidance on selecting landing site,Guidance,Low,68,,,0.0,0.0,47.9,Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM),Subsurface Water Ice Mapping (SWIM)
Experiment,Subsurface Water Ice Mapping (SWIM),Guidance,High,78,,,0.0,0.0,36.6,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2
Experiment,Subsurface Water Ice Mapping (SWIM),Guidance,Moderate,52,,,0.0,0.0,64.1,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2
Experiment,Subsurface Water Ice Mapping (SWIM),Guidance,Low,63,,,0.0,0.0,38.5,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2,Subsurface Water Ice Mapping (SWIM) - 2
Experiment,Subsurface Water Ice Mapping (SWIM) - 2,Guidance,High,78,,,0.0,0.0,87.4,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?
Experiment,Subsurface Water Ice Mapping (SWIM) - 2,Guidance,Moderate,52,,,0.0,0.0,57.6,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?
Experiment,Subsurface Water Ice Mapping (SWIM) - 2,Guidance,Low,59,,,0.0,0.0,66.9,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?
Experiment,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Question,High,78,26,52,33.3,66.7,292.4,Guidance on SWIM,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Guidance on geographic criteria for landing sites
Experiment,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Question,Moderate,52,27,25,51.9,48.1,107.8,Guidance on SWIM,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Guidance on geographic criteria for landing sites
Experiment,Observe the value of - Depth 1 to 5 m - around Tempe Terra. What can you conclude?,Question,Low,55,26,29,47.3,52.7,66.2,Guidance on SWIM,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Guidance on geographic criteria for landing sites
Experiment,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Question,High,33,15,18,45.5,54.5,244.6,Guidance on SWIM,Guidance on SWIM,Guidance on geographic criteria for landing sites
Experiment,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Question,Moderate,15,5,10,33.3,66.7,77.5,Guidance on SWIM,Guidance on SWIM,Guidance on geographic criteria for landing sites
Experiment,"At Protonilus Mensae, what is the probability of having ice at a depth of 1 to 5 meters below the surface?",Question,Low,19,5,14,26.3,73.7,67.8,Guidance on SWIM,Guidance on SWIM,Guidance on geographic criteria for landing sites
Experiment,Guidance on SWIM,Explanation,High,37,,,0.0,0.0,20.8,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites
Experiment,Guidance on SWIM,Explanation,Moderate,19,,,0.0,0.0,18.9,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites
Experiment,Guidance on SWIM,Explanation,Low,22,,,0.0,0.0,19.9,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites,Guidance on geographic criteria for landing sites
Experiment,Guidance on geographic criteria for landing sites,Explanation,High,78,,,0.0,0.0,136.5,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2
Experiment,Guidance on geographic criteria for landing sites,Explanation,Moderate,52,,,0.0,0.0,55.3,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2
Experiment,Guidance on geographic criteria for landing sites,Explanation,Low,52,,,0.0,0.0,62.2,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2,Guidance on geographic criteria for landing sites - 2
Experiment,Guidance on geographic criteria for landing sites - 2,Explanation,High,78,,,0.0,0.0,169.1,"According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?"
Experiment,Guidance on geographic criteria for landing sites - 2,Explanation,Moderate,52,,,0.0,0.0,76.0,"According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?"
Experiment,Guidance on geographic criteria for landing sites - 2,Explanation,Low,51,,,0.0,0.0,69.4,"According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?","According to the latitude criteria, which of the following is a good choice?"
Experiment,"According to the latitude criteria, which of the following is a good choice?",Question,High,78,30,48,38.5,61.5,124.1,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,"According to the elevation criteria, which of the following is a good choice?"
Experiment,"According to the latitude criteria, which of the following is a good choice?",Question,Moderate,52,21,31,40.4,59.6,61.4,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,"According to the elevation criteria, which of the following is a good choice?"
Experiment,"According to the latitude criteria, which of the following is a good choice?",Question,Low,48,21,27,43.8,56.2,30.5,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,"According to the elevation criteria, which of the following is a good choice?"
Experiment,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,Question,High,48,37,11,77.1,22.9,40.5,Guidance on selecting landing sites,Guidance on selecting landing sites,"According to the elevation criteria, which of the following is a good choice?"
Experiment,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,Question,Moderate,31,23,8,74.2,25.8,80.3,Guidance on selecting landing sites,Guidance on selecting landing sites,"According to the elevation criteria, which of the following is a good choice?"
Experiment,What latitude range provides more moderate temperatures and good solar power availability for landers and rovers?,Question,Low,27,20,7,74.1,25.9,20.2,Guidance on selecting landing sites,Guidance on selecting landing sites,"According to the elevation criteria, which of the following is a good choice?"
Experiment,"According to the elevation criteria, which of the following is a good choice?",Question,High,78,23,55,29.5,70.5,122.0,How do you characterize the atmospheric pressure in relation to altitude?,How do you characterize the atmospheric pressure in relation to altitude?,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,"According to the elevation criteria, which of the following is a good choice?",Question,Moderate,52,19,33,36.5,63.5,43.3,How do you characterize the atmospheric pressure in relation to altitude?,How do you characterize the atmospheric pressure in relation to altitude?,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,"According to the elevation criteria, which of the following is a good choice?",Question,Low,48,11,37,22.9,77.1,33.7,How do you characterize the atmospheric pressure in relation to altitude?,How do you characterize the atmospheric pressure in relation to altitude?,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,How do you characterize the atmospheric pressure in relation to altitude?,Question,High,55,38,17,69.1,30.9,47.3,Guidance on landing sites,Guidance on landing sites,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,How do you characterize the atmospheric pressure in relation to altitude?,Question,Moderate,33,25,8,75.8,24.2,42.2,Guidance on landing sites,Guidance on landing sites,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,How do you characterize the atmospheric pressure in relation to altitude?,Question,Low,38,19,19,50.0,50.0,19.3,Guidance on landing sites,Guidance on landing sites,"According to the area and slope criteria, which of the following is a good choice?"
Experiment,"According to the area and slope criteria, which of the following is a good choice?",Question,High,78,30,48,38.5,61.5,94.8,Which of the following phrases is correct,Which of the following phrases is correct,What are the main criteria to select a landing site on Mars?
Experiment,"According to the area and slope criteria, which of the following is a good choice?",Question,Moderate,52,22,30,42.3,57.7,29.7,Which of the following phrases is correct,Which of the following phrases is correct,What are the main criteria to select a landing site on Mars?
Experiment,"According to the area and slope criteria, which of the following is a good choice?",Question,Low,46,22,24,47.8,52.2,29.7,Which of the following phrases is correct,Which of the following phrases is correct,What are the main criteria to select a landing site on Mars?
Experiment,Which of the following phrases is correct,Question,High,49,30,19,61.2,38.8,38.0,Guidance on landing sites,Guidance on landing sites,What are the main criteria to select a landing site on Mars?
Experiment,Which of the following phrases is correct,Question,Moderate,30,21,9,70.0,30.0,39.9,Guidance on landing sites,Guidance on landing sites,What are the main criteria to select a landing site on Mars?
Experiment,Which of the following phrases is correct,Question,Low,25,9,16,36.0,64.0,26.3,Guidance on landing sites,Guidance on landing sites,What are the main criteria to select a landing site on Mars?
Experiment,Guidance on selecting landing sites,Explanation,High,10,,,0.0,0.0,20.9,"According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?"
Experiment,Guidance on selecting landing sites,Explanation,Moderate,8,,,0.0,0.0,15.6,"According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?"
Experiment,Guidance on selecting landing sites,Explanation,Low,7,,,0.0,0.0,10.3,"According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?","According to the elevation criteria, which of the following is a good choice?"
Experiment,Guidance on landing sites,Explanation,High,16,,,0.0,0.0,33.6,"According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?"
Experiment,Guidance on landing sites,Explanation,Moderate,8,,,0.0,0.0,14.4,"According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?"
Experiment,Guidance on landing sites,Explanation,Low,19,,,0.0,0.0,7.9,"According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?","According to the area and slope criteria, which of the following is a good choice?"
Experiment,Guidance on landing sites,Explanation,High,19,,,0.0,0.0,22.5,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?
Experiment,Guidance on landing sites,Explanation,Moderate,9,,,0.0,0.0,11.7,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?
Experiment,Guidance on landing sites,Explanation,Low,16,,,0.0,0.0,10929.9,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?,What are the main criteria to select a landing site on Mars?
Experiment,What are the main criteria to select a landing site on Mars?,Question,High,78,78,0,100.0,0.0,48.2,E - Answer C,E - Answer B,E - Answer A
Experiment,What are the main criteria to select a landing site on Mars?,Question,Moderate,52,0,52,0.0,100.0,37.3,E - Answer C,E - Answer B,E - Answer A
Experiment,What are the main criteria to select a landing site on Mars?,Question,Low,43,0,43,0.0,100.0,22.2,E - Answer C,E - Answer B,E - Answer A
Experiment,E - Answer A,Explanation,High,78,,,0.0,0.0,35.3,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer A,Explanation,Moderate,0,,,,,,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer A,Explanation,Low,1,,,0.0,0.0,12.0,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer B,Explanation,High,4,,,0.0,0.0,6.8,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer B,Explanation,Moderate,50,,,0.0,0.0,152.0,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer B,Explanation,Low,2,,,0.0,0.0,8.5,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer C,Explanation,High,0,,,,,,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer C,Explanation,Moderate,0,,,,,,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Experiment,E - Answer C,Explanation,Low,42,,,0.0,0.0,11.9,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Analyze the following areas according to all criteria and select which options offer adequate landing sites
Data analysis,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Question,High,72,72,0,100.0,0.0,65.9,DA - Feedback C,DA - Feedback B,DA - Feedback A
Data analysis,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Question,Moderate,60,0,60,0.0,100.0,42.8,DA - Feedback C,DA - Feedback B,DA - Feedback A
Data analysis,Analyze the following areas according to all criteria and select which options offer adequate landing sites,Question,Low,37,0,37,0.0,100.0,159.8,DA - Feedback C,DA - Feedback B,DA - Feedback A
Data analysis,DA - Feedback A,Explanation,High,72,,,0.0,0.0,17.4,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback A,Explanation,Moderate,3,,,0.0,0.0,8.3,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback A,Explanation,Low,0,,,,,,Explore by your self!,Explore by your self!,Explore by your self!
