Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Υπόθεση,Επεξήγηση δραστηριότητας 5β,Explanation,Moderate,0,,,,,,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Επεξήγηση δραστηριότητας 5β,Explanation,Low,108,,,0.0,0.0,8.8,Πείραμα 1,Πείραμα 1,Πείραμα 1
Πείραμα,Πείραμα 1,Experiment,High,191,,,0.0,0.0,173.0,Δραστηριότητα 6,Δραστηριότητα 6,Δραστηριότητα 6
Πείραμα,Πείραμα 1,Experiment,Moderate,251,,,0.0,0.0,135.6,Δραστηριότητα 6,Δραστηριότητα 6,Δραστηριότητα 6
Πείραμα,Πείραμα 1,Experiment,Low,124,,,0.0,0.0,129.0,Δραστηριότητα 6,Δραστηριότητα 6,Δραστηριότητα 6
Πείραμα,Δραστηριότητα 6,Question,High,204,94,110,46.1,53.9,39.7,Πείραμα μετά την Δραστηριότητα 6 - 2,Πείραμα μετά την Δραστηριότητα 6 - 1,Πείραμα 2
Πείραμα,Δραστηριότητα 6,Question,Moderate,304,117,187,38.5,61.5,33.4,Πείραμα μετά την Δραστηριότητα 6 - 2,Πείραμα μετά την Δραστηριότητα 6 - 1,Πείραμα 2
Πείραμα,Δραστηριότητα 6,Question,Low,142,0,142,0.0,100.0,33.1,Πείραμα μετά την Δραστηριότητα 6 - 2,Πείραμα μετά την Δραστηριότητα 6 - 1,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 1,Experiment,High,95,,,0.0,0.0,66.7,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 1,Experiment,Moderate,79,,,0.0,0.0,29.5,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 1,Experiment,Low,9,,,0.0,0.0,56.3,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 2,Experiment,High,3,,,0.0,0.0,21.3,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 2,Experiment,Moderate,63,,,0.0,0.0,85.4,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα μετά την Δραστηριότητα 6 - 2,Experiment,Low,92,,,0.0,0.0,42.5,Πείραμα 2,Πείραμα 2,Πείραμα 2
Πείραμα,Πείραμα 2,Experiment,High,191,,,0.0,0.0,71.4,Δραστηριότητα 7,Δραστηριότητα 7,Δραστηριότητα 7
Πείραμα,Πείραμα 2,Experiment,Moderate,240,,,0.0,0.0,56.8,Δραστηριότητα 7,Δραστηριότητα 7,Δραστηριότητα 7
Πείραμα,Πείραμα 2,Experiment,Low,102,,,0.0,0.0,43.5,Δραστηριότητα 7,Δραστηριότητα 7,Δραστηριότητα 7
Πείραμα,Δραστηριότητα 7,Question,High,204,204,0,100.0,0.0,25.7,Πείραμα μετά την Δραστηριότητα 7,Επεξήγηση Δραστηριότητας 7,Δραστηριότητα 8
Πείραμα,Δραστηριότητα 7,Question,Moderate,289,71,218,24.6,75.4,22.4,Πείραμα μετά την Δραστηριότητα 7,Επεξήγηση Δραστηριότητας 7,Δραστηριότητα 8
Πείραμα,Δραστηριότητα 7,Question,Low,115,0,115,0.0,100.0,24.2,Πείραμα μετά την Δραστηριότητα 7,Επεξήγηση Δραστηριότητας 7,Δραστηριότητα 8
Πείραμα,Πείραμα μετά την Δραστηριότητα 7,Experiment,High,4,,,0.0,0.0,75.2,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Πείραμα,Πείραμα μετά την Δραστηριότητα 7,Experiment,Moderate,169,,,0.0,0.0,26.1,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Πείραμα,Πείραμα μετά την Δραστηριότητα 7,Experiment,Low,94,,,0.0,0.0,27.3,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Πείραμα,Επεξήγηση Δραστηριότητας 7,Explanation,High,0,,,,,,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Πείραμα,Επεξήγηση Δραστηριότητας 7,Explanation,Moderate,3,,,0.0,0.0,5.7,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Πείραμα,Επεξήγηση Δραστηριότητας 7,Explanation,Low,0,,,,,,Δραστηριότητα 8,Δραστηριότητα 8,Δραστηριότητα 8
Αναστοχασμός,Δραστηριότητα 8,Question,High,194,75,119,38.7,61.3,37.5,Δραστηριότητα 9,Δραστηριότητα 9,Δραστηριότητα 9
Αναστοχασμός,Δραστηριότητα 8,Question,Moderate,262,74,188,28.2,71.8,30.4,Δραστηριότητα 9,Δραστηριότητα 9,Δραστηριότητα 9
Αναστοχασμός,Δραστηριότητα 8,Question,Low,80,21,59,26.2,73.8,28.7,Δραστηριότητα 9,Δραστηριότητα 9,Δραστηριότητα 9
Αναστοχασμός,Δραστηριότητα 9,Experiment,High,194,,,0.0,0.0,97.3,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα
Αναστοχασμός,Δραστηριότητα 9,Experiment,Moderate,262,,,0.0,0.0,37.0,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα
Αναστοχασμός,Δραστηριότητα 9,Experiment,Low,68,,,0.0,0.0,50.2,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα,Εξάρτηση περιόδου από μάζα
Αναστοχασμός,Δραστηριότητα 10,Question,High,194,152,42,78.4,21.6,26.5,Επεξήγηση Δραστηριότητας 10,Επεξήγηση Δραστηριότητας 10,Δραστηριότητα 11
Αναστοχασμός,Δραστηριότητα 10,Question,Moderate,285,158,127,55.4,44.6,22.6,Επεξήγηση Δραστηριότητας 10,Επεξήγηση Δραστηριότητας 10,Δραστηριότητα 11
Αναστοχασμός,Δραστηριότητα 10,Question,Low,89,17,72,19.1,80.9,19.2,Επεξήγηση Δραστηριότητας 10,Επεξήγηση Δραστηριότητας 10,Δραστηριότητα 11
Αναστοχασμός,Δραστηριότητα 11,Question,High,194,194,0,100.0,0.0,21.2,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11
Αναστοχασμός,Δραστηριότητα 11,Question,Moderate,283,138,145,48.8,51.2,19.1,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11
Αναστοχασμός,Δραστηριότητα 11,Question,Low,83,12,71,14.5,85.5,17.5,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11,Επεξήγηση Δραστηριότητας 11
Αναστοχασμός,Επεξήγηση Δραστηριότητας 9,Explanation,High,1,,,0.0,0.0,9.0,Δραστηριότητα 10,Δραστηριότητα 10,Δραστηριότητα 10
Αναστοχασμός,Επεξήγηση Δραστηριότητας 9,Explanation,Moderate,103,,,0.0,0.0,12.1,Δραστηριότητα 10,Δραστηριότητα 10,Δραστηριότητα 10
Αναστοχασμός,Επεξήγηση Δραστηριότητας 9,Explanation,Low,36,,,0.0,0.0,16.1,Δραστηριότητα 10,Δραστηριότητα 10,Δραστηριότητα 10
Αναστοχασμός,Επεξήγηση Δραστηριότητας 10,Explanation,High,45,,,0.0,0.0,9.0,Δραστηριότητα 11,Δραστηριότητα 11,Δραστηριότητα 11
Αναστοχασμός,Επεξήγηση Δραστηριότητας 10,Explanation,Moderate,110,,,0.0,0.0,10.1,Δραστηριότητα 11,Δραστηριότητα 11,Δραστηριότητα 11
Αναστοχασμός,Επεξήγηση Δραστηριότητας 10,Explanation,Low,30,,,0.0,0.0,7.6,Δραστηριότητα 11,Δραστηριότητα 11,Δραστηριότητα 11
Αναστοχασμός,Επεξήγηση Δραστηριότητας 11,Explanation,High,190,,,0.0,0.0,13.7,,,
Αναστοχασμός,Επεξήγηση Δραστηριότητας 11,Explanation,Moderate,250,,,0.0,0.0,10.8,,,
Αναστοχασμός,Επεξήγηση Δραστηριότητας 11,Explanation,Low,34,,,0.0,0.0,8.2,,,
Αναστοχασμός,Εξάρτηση περιόδου από μάζα,Question,High,194,194,0,100.0,0.0,21.7,Επεξήγηση Δραστηριότητας 9,Επεξήγηση Δραστηριότητας 9,Δραστηριότητα 10
Αναστοχασμός,Εξάρτηση περιόδου από μάζα,Question,Moderate,255,153,102,60.0,40.0,17.6,Επεξήγηση Δραστηριότητας 9,Επεξήγηση Δραστηριότητας 9,Δραστηριότητα 10
Αναστοχασμός,Εξάρτηση περιόδου από μάζα,Question,Low,51,8,43,15.7,84.3,17.7,Επεξήγηση Δραστηριότητας 9,Επεξήγηση Δραστηριότητας 9,Δραστηριότητα 10
